Id,alphabet,Description,Category,Prevalence_20192,Prevalence_20201,Prevalence_20202,Color
s065x9d,s,"Traumatic subdural hemorrhage with loss of consciousness of unspecified duration, subsequent encounter",Injury or poisoning,189,191,199,grey
s065x9s,s,"Traumatic subdural hemorrhage with loss of consciousness of unspecified duration, sequela",Injury or poisoning,39,32,37,grey
s066x0a,s,"Traumatic subarachnoid hemorrhage without loss of consciousness, initial encounter",Injury or poisoning,312,302,307,grey
s066x0d,s,"Traumatic subarachnoid hemorrhage without loss of consciousness, subsequent encounter",Injury or poisoning,60,61,56,grey
s066x0s,s,"Traumatic subarachnoid hemorrhage without loss of consciousness, sequela",Injury or poisoning,,11,15,grey
s066x1a,s,"Traumatic subarachnoid hemorrhage with loss of consciousness of 30 minutes or less, initial encounter",Injury or poisoning,139,154,147,grey
s066x6a,s,"Traumatic subarachnoid hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",Injury or poisoning,,15,,grey
s066x7a,s,"Traumatic subarachnoid hemorrhage with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",Injury or poisoning,45,42,35,grey
s066x9a,s,"Traumatic subarachnoid hemorrhage with loss of consciousness of unspecified duration, initial encounter",Injury or poisoning,546,562,590,grey
s066x9d,s,"Traumatic subarachnoid hemorrhage with loss of consciousness of unspecified duration, subsequent encounter",Injury or poisoning,131,108,130,grey
s066x9s,s,"Traumatic subarachnoid hemorrhage with loss of consciousness of unspecified duration, sequela",Injury or poisoning,13,19,17,grey
s12000d,s,"Unspecified displaced fracture of first cervical vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,14,27,15,grey
s12100d,s,"Unspecified displaced fracture of second cervical vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,29,40,19,grey
s12190a,s,"Other displaced fracture of second cervical vertebra, initial encounter for closed fracture",Injury or poisoning,20,18,21,grey
s12200a,s,"Unspecified displaced fracture of third cervical vertebra, initial encounter for closed fracture",Injury or poisoning,24,30,40,grey
s12200d,s,"Unspecified displaced fracture of third cervical vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,,16,14,grey
s12201a,s,"Unspecified nondisplaced fracture of third cervical vertebra, initial encounter for closed fracture",Injury or poisoning,,10,,grey
s12290a,s,"Other displaced fracture of third cervical vertebra, initial encounter for closed fracture",Injury or poisoning,,11,,grey
s12300a,s,"Unspecified displaced fracture of fourth cervical vertebra, initial encounter for closed fracture",Injury or poisoning,39,42,52,grey
s12300d,s,"Unspecified displaced fracture of fourth cervical vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,20,14,22,grey
s12301a,s,"Unspecified nondisplaced fracture of fourth cervical vertebra, initial encounter for closed fracture",Injury or poisoning,10,10,10,grey
s12390a,s,"Other displaced fracture of fourth cervical vertebra, initial encounter for closed fracture",Injury or poisoning,,10,10,grey
s12400a,s,"Unspecified displaced fracture of fifth cervical vertebra, initial encounter for closed fracture",Injury or poisoning,92,57,90,grey
s12400d,s,"Unspecified displaced fracture of fifth cervical vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,18,26,27,grey
s12500a,s,"Unspecified displaced fracture of sixth cervical vertebra, initial encounter for closed fracture",Injury or poisoning,113,111,140,grey
s12500d,s,"Unspecified displaced fracture of sixth cervical vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,32,31,36,grey
s12501a,s,"Unspecified nondisplaced fracture of sixth cervical vertebra, initial encounter for closed fracture",Injury or poisoning,24,16,20,grey
s12590a,s,"Other displaced fracture of sixth cervical vertebra, initial encounter for closed fracture",Injury or poisoning,43,20,28,grey
s12590d,s,"Other displaced fracture of sixth cervical vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,16,10,11,grey
s12600a,s,"Unspecified displaced fracture of seventh cervical vertebra, initial encounter for closed fracture",Injury or poisoning,119,124,155,grey
s12600d,s,"Unspecified displaced fracture of seventh cervical vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,38,44,40,grey
s12601a,s,"Unspecified nondisplaced fracture of seventh cervical vertebra, initial encounter for closed fracture",Injury or poisoning,34,25,23,grey
s12690a,s,"Other displaced fracture of seventh cervical vertebra, initial encounter for closed fracture",Injury or poisoning,36,23,33,grey
s12690d,s,"Other displaced fracture of seventh cervical vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,11,13,19,grey
s14105s,s,"Unspecified injury at C5 level of cervical spinal cord, sequela",Injury or poisoning,20,17,12,grey
s14106s,s,"Unspecified injury at C6 level of cervical spinal cord, sequela",Injury or poisoning,17,12,12,grey
s20311a,s,"Abrasion of right front wall of thorax, initial encounter",Injury or poisoning,26,27,28,grey
s20312a,s,"Abrasion of left front wall of thorax, initial encounter",Injury or poisoning,31,34,36,grey
s20411a,s,"Abrasion of right back wall of thorax, initial encounter",Injury or poisoning,,11,,grey
s20412a,s,"Abrasion of left back wall of thorax, initial encounter",Injury or poisoning,,15,11,grey
s22010a,s,"Wedge compression fracture of first thoracic vertebra, initial encounter for closed fracture",Injury or poisoning,14,10,,grey
s22018a,s,"Other fracture of first thoracic vertebra, initial encounter for closed fracture",Injury or poisoning,23,21,25,grey
s22019a,s,"Unspecified fracture of first thoracic vertebra, initial encounter for closed fracture",Injury or poisoning,79,77,100,grey
s22019d,s,"Unspecified fracture of first thoracic vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,17,30,20,grey
s22020a,s,"Wedge compression fracture of second thoracic vertebra, initial encounter for closed fracture",Injury or poisoning,20,11,11,grey
s22028a,s,"Other fracture of second thoracic vertebra, initial encounter for closed fracture",Injury or poisoning,22,17,29,grey
s22029a,s,"Unspecified fracture of second thoracic vertebra, initial encounter for closed fracture",Injury or poisoning,62,53,80,grey
s22029d,s,"Unspecified fracture of second thoracic vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,14,22,16,grey
s22030a,s,"Wedge compression fracture of third thoracic vertebra, initial encounter for closed fracture",Injury or poisoning,26,15,16,grey
s22038a,s,"Other fracture of third thoracic vertebra, initial encounter for closed fracture",Injury or poisoning,24,18,29,grey
s22039a,s,"Unspecified fracture of third thoracic vertebra, initial encounter for closed fracture",Injury or poisoning,59,57,65,grey
s22039d,s,"Unspecified fracture of third thoracic vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,18,19,16,grey
s22040a,s,"Wedge compression fracture of fourth thoracic vertebra, initial encounter for closed fracture",Injury or poisoning,20,15,10,grey
s22048a,s,"Other fracture of fourth thoracic vertebra, initial encounter for closed fracture",Injury or poisoning,17,14,29,grey
s22049a,s,"Unspecified fracture of fourth thoracic vertebra, initial encounter for closed fracture",Injury or poisoning,52,63,72,grey
s22049d,s,"Unspecified fracture of fourth thoracic vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,19,24,16,grey
s22050a,s,"Wedge compression fracture of T5-T6 vertebra, initial encounter for closed fracture",Injury or poisoning,22,32,26,grey
s22050d,s,"Wedge compression fracture of T5-T6 vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,11,10,,grey
s22058a,s,"Other fracture of T5-T6 vertebra, initial encounter for closed fracture",Injury or poisoning,34,26,40,grey
s22059a,s,"Unspecified fracture of T5-T6 vertebra, initial encounter for closed fracture",Injury or poisoning,76,95,115,grey
s22059d,s,"Unspecified fracture of T5-T6 vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,23,26,24,grey
s22060a,s,"Wedge compression fracture of T7-T8 vertebra, initial encounter for closed fracture",Injury or poisoning,26,34,41,grey
s22060d,s,"Wedge compression fracture of T7-T8 vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,11,10,10,grey
s22068a,s,"Other fracture of T7-T8 thoracic vertebra, initial encounter for closed fracture",Injury or poisoning,32,32,42,grey
s22069a,s,"Unspecified fracture of T7-T8 vertebra, initial encounter for closed fracture",Injury or poisoning,89,97,133,grey
s22069d,s,"Unspecified fracture of T7-T8 vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,29,34,34,grey
s22070a,s,"Wedge compression fracture of T9-T10 vertebra, initial encounter for closed fracture",Injury or poisoning,19,27,25,grey
s22070d,s,"Wedge compression fracture of T9-T10 vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,15,12,,grey
s22078a,s,"Other fracture of T9-T10 vertebra, initial encounter for closed fracture",Injury or poisoning,38,39,49,grey
s22079a,s,"Unspecified fracture of T9-T10 vertebra, initial encounter for closed fracture",Injury or poisoning,109,86,107,grey
s22079d,s,"Unspecified fracture of T9-T10 vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,29,21,25,grey
s22080a,s,"Wedge compression fracture of T11-T12 vertebra, initial encounter for closed fracture",Injury or poisoning,91,56,57,grey
s22080d,s,"Wedge compression fracture of T11-T12 vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,44,31,20,grey
s22088a,s,"Other fracture of T11-T12 vertebra, initial encounter for closed fracture",Injury or poisoning,63,51,56,grey
s22089a,s,"Unspecified fracture of T11-T12 vertebra, initial encounter for closed fracture",Injury or poisoning,195,217,208,grey
s22089d,s,"Unspecified fracture of T11-T12 vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,42,67,37,grey
s271xxd,s,"Traumatic hemothorax, subsequent encounter",Injury or poisoning,18,18,20,grey
s32018a,s,"Other fracture of first lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,71,84,95,grey
s32018d,s,"Other fracture of first lumbar vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,25,34,34,grey
s32019a,s,"Unspecified fracture of first lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,253,261,278,grey
s32019d,s,"Unspecified fracture of first lumbar vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,63,78,62,grey
s32020d,s,"Wedge compression fracture of second lumbar vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,13,14,17,grey
s32028a,s,"Other fracture of second lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,70,62,80,grey
s32028d,s,"Other fracture of second lumbar vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,15,22,30,grey
s32029a,s,"Unspecified fracture of second lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,218,246,240,grey
s32029d,s,"Unspecified fracture of second lumbar vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,66,61,47,grey
s32030d,s,"Wedge compression fracture of third lumbar vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,,10,13,grey
s32038a,s,"Other fracture of third lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,57,52,76,grey
s32038d,s,"Other fracture of third lumbar vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,,22,21,grey
s32039a,s,"Unspecified fracture of third lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,181,200,211,grey
s32039d,s,"Unspecified fracture of third lumbar vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,49,50,38,grey
s32040d,s,"Wedge compression fracture of fourth lumbar vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,,17,,grey
s32048a,s,"Other fracture of fourth lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,51,54,73,grey
s32048d,s,"Other fracture of fourth lumbar vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,,13,21,grey
s32049a,s,"Unspecified fracture of fourth lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,149,169,166,grey
s32049d,s,"Unspecified fracture of fourth lumbar vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,40,47,40,grey
s32058a,s,"Other fracture of fifth lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,41,35,52,grey
s32059a,s,"Unspecified fracture of fifth lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,132,109,112,grey
s32059d,s,"Unspecified fracture of fifth lumbar vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,34,29,32,grey
s32302d,s,"Unspecified fracture of left ilium, subsequent encounter for fracture with routine healing",Injury or poisoning,11,12,,grey
s32402d,s,"Unspecified fracture of left acetabulum, subsequent encounter for fracture with routine healing",Injury or poisoning,43,34,36,grey
s32421a,s,"Displaced fracture of posterior wall of right acetabulum, initial encounter for closed fracture",Injury or poisoning,18,20,34,grey
s32422a,s,"Displaced fracture of posterior wall of left acetabulum, initial encounter for closed fracture",Injury or poisoning,22,26,20,grey
s32431a,s,"Displaced fracture of anterior column [iliopubic] of right acetabulum, initial encounter for closed fracture",Injury or poisoning,33,29,34,grey
s32432a,s,"Displaced fracture of anterior column [iliopubic] of left acetabulum, initial encounter for closed fracture",Injury or poisoning,39,32,27,grey
s32441a,s,"Displaced fracture of posterior column [ilioischial] of right acetabulum, initial encounter for closed fracture",Injury or poisoning,12,14,21,grey
s32442a,s,"Displaced fracture of posterior column [ilioischial] of left acetabulum, initial encounter for closed fracture",Injury or poisoning,14,14,13,grey
s32491d,s,"Other specified fracture of right acetabulum, subsequent encounter for fracture with routine healing",Injury or poisoning,10,10,,grey
s32501a,s,"Unspecified fracture of right pubis, initial encounter for closed fracture",Injury or poisoning,38,42,31,grey
s32502a,s,"Unspecified fracture of left pubis, initial encounter for closed fracture",Injury or poisoning,48,30,29,grey
s32511d,s,"Fracture of superior rim of right pubis, subsequent encounter for fracture with routine healing",Injury or poisoning,28,22,17,grey
s32512a,s,"Fracture of superior rim of left pubis, initial encounter for closed fracture",Injury or poisoning,83,90,73,grey
s32591d,s,"Other specified fracture of right pubis, subsequent encounter for fracture with routine healing",Injury or poisoning,65,51,42,grey
s32592a,s,"Other specified fracture of left pubis, initial encounter for closed fracture",Injury or poisoning,292,293,256,grey
s32811a,s,"Multiple fractures of pelvis with unstable disruption of pelvic ring, initial encounter for closed fracture",Injury or poisoning,28,25,27,grey
s332xxa,s,"Dislocation of sacroiliac and sacrococcygeal joint, initial encounter",Injury or poisoning,19,21,20,grey
s334xxa,s,"Traumatic rupture of symphysis pubis, initial encounter",Injury or poisoning,,12,15,grey
s36039d,s,"Unspecified laceration of spleen, subsequent encounter",Injury or poisoning,13,19,15,grey
s36113d,s,"Laceration of liver, unspecified degree, subsequent encounter",Injury or poisoning,17,16,19,grey
s40021a,s,"Contusion of right upper arm, initial encounter",Injury or poisoning,104,81,77,grey
s40021d,s,"Contusion of right upper arm, subsequent encounter",Injury or poisoning,13,14,12,grey
s40022a,s,"Contusion of left upper arm, initial encounter",Injury or poisoning,99,85,94,grey
s40022d,s,"Contusion of left upper arm, subsequent encounter",Injury or poisoning,13,12,13,grey
s40811a,s,"Abrasion of right upper arm, initial encounter",Injury or poisoning,108,100,132,grey
s40811d,s,"Abrasion of right upper arm, subsequent encounter",Injury or poisoning,16,11,21,grey
s40812a,s,"Abrasion of left upper arm, initial encounter",Injury or poisoning,124,123,140,grey
s40812d,s,"Abrasion of left upper arm, subsequent encounter",Injury or poisoning,15,16,23,grey
s41111a,s,"Laceration without foreign body of right upper arm, initial encounter",Injury or poisoning,132,120,114,grey
s41111d,s,"Laceration without foreign body of right upper arm, subsequent encounter",Injury or poisoning,19,14,22,grey
s41112a,s,"Laceration without foreign body of left upper arm, initial encounter",Injury or poisoning,130,144,127,grey
s41112d,s,"Laceration without foreign body of left upper arm, subsequent encounter",Injury or poisoning,33,25,45,grey
s41131a,s,"Puncture wound without foreign body of right upper arm, initial encounter",Injury or poisoning,,13,11,grey
s41132a,s,"Puncture wound without foreign body of left upper arm, initial encounter",Injury or poisoning,,12,26,grey
s42002d,s,"Fracture of unspecified part of left clavicle, subsequent encounter for fracture with routine healing",Injury or poisoning,44,40,53,grey
s42101d,s,"Fracture of unspecified part of scapula, right shoulder, subsequent encounter for fracture with routine healing",Injury or poisoning,24,25,21,grey
s42102d,s,"Fracture of unspecified part of scapula, left shoulder, subsequent encounter for fracture with routine healing",Injury or poisoning,24,29,33,grey
s5011xa,s,"Contusion of right forearm, initial encounter",Injury or poisoning,49,35,36,grey
s5012xa,s,"Contusion of left forearm, initial encounter",Injury or poisoning,51,29,39,grey
s50811a,s,"Abrasion of right forearm, initial encounter",Injury or poisoning,103,82,128,grey
s50811d,s,"Abrasion of right forearm, subsequent encounter",Injury or poisoning,11,15,21,grey
s50812a,s,"Abrasion of left forearm, initial encounter",Injury or poisoning,124,90,132,grey
s50812d,s,"Abrasion of left forearm, subsequent encounter",Injury or poisoning,14,15,22,grey
s51811a,s,"Laceration without foreign body of right forearm, initial encounter",Injury or poisoning,157,173,190,grey
s51811d,s,"Laceration without foreign body of right forearm, subsequent encounter",Injury or poisoning,57,63,53,grey
s51812a,s,"Laceration without foreign body of left forearm, initial encounter",Injury or poisoning,180,211,210,grey
s51812d,s,"Laceration without foreign body of left forearm, subsequent encounter",Injury or poisoning,98,117,124,grey
s52201d,s,"Unspecified fracture of shaft of right ulna, subsequent encounter for closed fracture with routine healing",Injury or poisoning,25,16,13,grey
s52501b,s,"Unspecified fracture of the lower end of right radius, initial encounter for open fracture type I or II",Injury or poisoning,17,13,20,grey
s52501d,s,"Unspecified fracture of the lower end of right radius, subsequent encounter for closed fracture with routine healing",Injury or poisoning,33,36,36,grey
s52502a,s,"Unspecified fracture of the lower end of left radius, initial encounter for closed fracture",Injury or poisoning,115,121,120,grey
s52502b,s,"Unspecified fracture of the lower end of left radius, initial encounter for open fracture type I or II",Injury or poisoning,16,24,20,grey
s52502d,s,"Unspecified fracture of the lower end of left radius, subsequent encounter for closed fracture with routine healing",Injury or poisoning,49,43,32,grey
s52571a,s,"Other intraarticular fracture of lower end of right radius, initial encounter for closed fracture",Injury or poisoning,75,65,86,grey
s52601b,s,"Unspecified fracture of lower end of right ulna, initial encounter for open fracture type I or II",Injury or poisoning,16,15,12,grey
s52601d,s,"Unspecified fracture of lower end of right ulna, subsequent encounter for closed fracture with routine healing",Injury or poisoning,10,13,,grey
s52602a,s,"Unspecified fracture of lower end of left ulna, initial encounter for closed fracture",Injury or poisoning,38,45,32,grey
s52602b,s,"Unspecified fracture of lower end of left ulna, initial encounter for open fracture type I or II",Injury or poisoning,16,15,10,grey
s52602d,s,"Unspecified fracture of lower end of left ulna, subsequent encounter for closed fracture with routine healing",Injury or poisoning,17,14,,grey
s52611a,s,"Displaced fracture of right ulna styloid process, initial encounter for closed fracture",Injury or poisoning,43,51,54,grey
s52611d,s,"Displaced fracture of right ulna styloid process, subsequent encounter for closed fracture with routine healing",Injury or poisoning,,17,,grey
s5291xd,s,"Unspecified fracture of right forearm, subsequent encounter for closed fracture with routine healing",Injury or poisoning,11,12,12,grey
s60211a,s,"Contusion of right wrist, initial encounter",Injury or poisoning,24,13,25,grey
s60212a,s,"Contusion of left wrist, initial encounter",Injury or poisoning,17,15,19,grey
s60511a,s,"Abrasion of right hand, initial encounter",Injury or poisoning,124,118,134,grey
s60511d,s,"Abrasion of right hand, subsequent encounter",Injury or poisoning,,15,11,grey
s60512a,s,"Abrasion of left hand, initial encounter",Injury or poisoning,116,108,115,grey
s60512d,s,"Abrasion of left hand, subsequent encounter",Injury or poisoning,11,13,12,grey
s61211a,s,"Laceration without foreign body of left index finger without damage to nail, initial encounter",Injury or poisoning,23,32,17,grey
s61212a,s,"Laceration without foreign body of right middle finger without damage to nail, initial encounter",Injury or poisoning,28,27,18,grey
s61213a,s,"Laceration without foreign body of left middle finger without damage to nail, initial encounter",Injury or poisoning,25,26,25,grey
s61214a,s,"Laceration without foreign body of right ring finger without damage to nail, initial encounter",Injury or poisoning,23,21,23,grey
s61216a,s,"Laceration without foreign body of right little finger without damage to nail, initial encounter",Injury or poisoning,19,13,18,grey
s61401a,s,"Unspecified open wound of right hand, initial encounter",Injury or poisoning,11,12,19,grey
s61402a,s,"Unspecified open wound of left hand, initial encounter",Injury or poisoning,14,20,20,grey
s61511a,s,"Laceration without foreign body of right wrist, initial encounter",Injury or poisoning,91,76,77,grey
s61511d,s,"Laceration without foreign body of right wrist, subsequent encounter",Injury or poisoning,34,30,28,grey
s61512a,s,"Laceration without foreign body of left wrist, initial encounter",Injury or poisoning,129,130,122,grey
s61512d,s,"Laceration without foreign body of left wrist, subsequent encounter",Injury or poisoning,68,64,61,grey
s6401xa,s,"Injury of ulnar nerve at wrist and hand level of right arm, initial encounter",Injury or poisoning,17,11,11,grey
s6412xa,s,"Injury of median nerve at wrist and hand level of left arm, initial encounter",Injury or poisoning,10,12,,grey
s6421xa,s,"Injury of radial nerve at wrist and hand level of right arm, initial encounter",Injury or poisoning,,10,,grey
s66822a,s,"Laceration of other specified muscles, fascia and tendons at wrist and hand level, left hand, initial encounter",Injury or poisoning,19,16,,grey
s70211a,s,"Abrasion, right hip, initial encounter",Injury or poisoning,25,31,27,grey
s70212a,s,"Abrasion, left hip, initial encounter",Injury or poisoning,22,25,40,grey
s70311a,s,"Abrasion, right thigh, initial encounter",Injury or poisoning,33,23,38,grey
s70312a,s,"Abrasion, left thigh, initial encounter",Injury or poisoning,36,26,46,grey
s71111d,s,"Laceration without foreign body, right thigh, subsequent encounter",Injury or poisoning,16,19,34,grey
s71112d,s,"Laceration without foreign body, left thigh, subsequent encounter",Injury or poisoning,17,12,23,grey
s72351d,s,"Displaced comminuted fracture of shaft of right femur, subsequent encounter for closed fracture with routine healing",Injury or poisoning,,10,12,grey
s72401d,s,"Unspecified fracture of lower end of right femur, subsequent encounter for closed fracture with routine healing",Injury or poisoning,19,27,20,grey
s72402d,s,"Unspecified fracture of lower end of left femur, subsequent encounter for closed fracture with routine healing",Injury or poisoning,16,18,24,grey
s7291xd,s,"Unspecified fracture of right femur, subsequent encounter for closed fracture with routine healing",Injury or poisoning,30,31,33,grey
s7292xd,s,"Unspecified fracture of left femur, subsequent encounter for closed fracture with routine healing",Injury or poisoning,33,31,34,grey
s73014a,s,"Posterior dislocation of right hip, initial encounter",Injury or poisoning,15,20,25,grey
s73015a,s,"Posterior dislocation of left hip, initial encounter",Injury or poisoning,12,20,10,grey
s8001xa,s,"Contusion of right knee, initial encounter",Injury or poisoning,203,180,151,grey
s8001xd,s,"Contusion of right knee, subsequent encounter",Injury or poisoning,13,16,11,grey
s8002xa,s,"Contusion of left knee, initial encounter",Injury or poisoning,216,174,153,grey
s8002xd,s,"Contusion of left knee, subsequent encounter",Injury or poisoning,15,18,14,grey
s8011xa,s,"Contusion of right lower leg, initial encounter",Injury or poisoning,176,123,129,grey
s8011xd,s,"Contusion of right lower leg, subsequent encounter",Injury or poisoning,19,20,14,grey
s8012xa,s,"Contusion of left lower leg, initial encounter",Injury or poisoning,158,134,153,grey
s8012xd,s,"Contusion of left lower leg, subsequent encounter",Injury or poisoning,21,21,10,grey
s80211a,s,"Abrasion, right knee, initial encounter",Injury or poisoning,352,327,391,grey
s80211d,s,"Abrasion, right knee, subsequent encounter",Injury or poisoning,27,26,34,grey
s80212a,s,"Abrasion, left knee, initial encounter",Injury or poisoning,357,348,383,grey
s80212d,s,"Abrasion, left knee, subsequent encounter",Injury or poisoning,24,26,33,grey
s80811a,s,"Abrasion, right lower leg, initial encounter",Injury or poisoning,138,120,140,grey
s80811d,s,"Abrasion, right lower leg, subsequent encounter",Injury or poisoning,23,20,19,grey
s80812a,s,"Abrasion, left lower leg, initial encounter",Injury or poisoning,140,127,145,grey
s80812d,s,"Abrasion, left lower leg, subsequent encounter",Injury or poisoning,24,22,24,grey
s80921a,s,"Unspecified superficial injury of right lower leg, initial encounter",Injury or poisoning,12,10,,grey
s80922a,s,"Unspecified superficial injury of left lower leg, initial encounter",Injury or poisoning,10,12,,grey
s81001a,s,"Unspecified open wound, right knee, initial encounter",Injury or poisoning,,16,10,grey
s81001d,s,"Unspecified open wound, right knee, subsequent encounter",Injury or poisoning,10,10,,grey
s81002a,s,"Unspecified open wound, left knee, initial encounter",Injury or poisoning,12,11,14,grey
s81002d,s,"Unspecified open wound, left knee, subsequent encounter",Injury or poisoning,,10,,grey
s81011a,s,"Laceration without foreign body, right knee, initial encounter",Injury or poisoning,93,78,81,grey
s81012a,s,"Laceration without foreign body, left knee, initial encounter",Injury or poisoning,78,68,77,grey
s81801a,s,"Unspecified open wound, right lower leg, initial encounter",Injury or poisoning,90,63,72,grey
s81802a,s,"Unspecified open wound, left lower leg, initial encounter",Injury or poisoning,88,71,76,grey
s81811a,s,"Laceration without foreign body, right lower leg, initial encounter",Injury or poisoning,139,94,152,grey
s81811d,s,"Laceration without foreign body, right lower leg, subsequent encounter",Injury or poisoning,24,31,20,grey
s81812a,s,"Laceration without foreign body, left lower leg, initial encounter",Injury or poisoning,146,111,144,grey
s81812d,s,"Laceration without foreign body, left lower leg, subsequent encounter",Injury or poisoning,22,34,23,grey
s82201b,s,"Unspecified fracture of shaft of right tibia, initial encounter for open fracture type I or II",Injury or poisoning,23,34,23,grey
s82201d,s,"Unspecified fracture of shaft of right tibia, subsequent encounter for closed fracture with routine healing",Injury or poisoning,19,19,21,grey
s82201e,s,"Unspecified fracture of shaft of right tibia, subsequent encounter for open fracture type I or II with routine healing",Injury or poisoning,,11,,grey
s82202a,s,"Unspecified fracture of shaft of left tibia, initial encounter for closed fracture",Injury or poisoning,50,58,50,grey
s82202b,s,"Unspecified fracture of shaft of left tibia, initial encounter for open fracture type I or II",Injury or poisoning,30,31,30,grey
s82202d,s,"Unspecified fracture of shaft of left tibia, subsequent encounter for closed fracture with routine healing",Injury or poisoning,21,25,35,grey
s82202e,s,"Unspecified fracture of shaft of left tibia, subsequent encounter for open fracture type I or II with routine healing",Injury or poisoning,,12,,grey
s82251a,s,"Displaced comminuted fracture of shaft of right tibia, initial encounter for closed fracture",Injury or poisoning,34,42,36,grey
s82251b,s,"Displaced comminuted fracture of shaft of right tibia, initial encounter for open fracture type I or II",Injury or poisoning,,19,14,grey
s82252a,s,"Displaced comminuted fracture of shaft of left tibia, initial encounter for closed fracture",Injury or poisoning,33,35,23,grey
s82252b,s,"Displaced comminuted fracture of shaft of left tibia, initial encounter for open fracture type I or II",Injury or poisoning,10,11,16,grey
s82301b,s,"Unspecified fracture of lower end of right tibia, initial encounter for open fracture type I or II",Injury or poisoning,,10,,grey
s82401b,s,"Unspecified fracture of shaft of right fibula, initial encounter for open fracture type I or II",Injury or poisoning,19,28,24,grey
s82401d,s,"Unspecified fracture of shaft of right fibula, subsequent encounter for closed fracture with routine healing",Injury or poisoning,29,33,25,grey
s82401e,s,"Unspecified fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with routine healing",Injury or poisoning,,10,,grey
s82402a,s,"Unspecified fracture of shaft of left fibula, initial encounter for closed fracture",Injury or poisoning,60,50,64,grey
s82402b,s,"Unspecified fracture of shaft of left fibula, initial encounter for open fracture type I or II",Injury or poisoning,20,23,26,grey
s82402d,s,"Unspecified fracture of shaft of left fibula, subsequent encounter for closed fracture with routine healing",Injury or poisoning,28,30,29,grey
s82402e,s,"Unspecified fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with routine healing",Injury or poisoning,,10,,grey
s82451a,s,"Displaced comminuted fracture of shaft of right fibula, initial encounter for closed fracture",Injury or poisoning,33,43,35,grey
s82451b,s,"Displaced comminuted fracture of shaft of right fibula, initial encounter for open fracture type I or II",Injury or poisoning,16,13,18,grey
s82452a,s,"Displaced comminuted fracture of shaft of left fibula, initial encounter for closed fracture",Injury or poisoning,40,42,44,grey
s82452b,s,"Displaced comminuted fracture of shaft of left fibula, initial encounter for open fracture type I or II",Injury or poisoning,12,10,10,grey
s82831b,s,"Other fracture of upper and lower end of right fibula, initial encounter for open fracture type I or II",Injury or poisoning,17,19,17,grey
s83241a,s,"Other tear of medial meniscus, current injury, right knee, initial encounter",Injury or poisoning,10,13,12,grey
s83281a,s,"Other tear of lateral meniscus, current injury, right knee, initial encounter",Injury or poisoning,29,22,22,grey
s83411a,s,"Sprain of medial collateral ligament of right knee, initial encounter",Injury or poisoning,16,16,17,grey
